年月日,時刻コード,始値(円/kWh),高値(円/kWh),安値(円/kWh),終値(円/kWh),平均(円/kWh),約定量合計(kWh),約定件数
2024/04/30,46,10.46,12.96,10.20,10.20,11.14,402950,152
2024/04/30,47,10.89,12.37,10.20,10.67,10.47,156350,104
2024/04/30,48,10.14,11.51,9.97,10.24,10.46,182750,100
2024/05/01,1,10.42,11.35,10.25,10.90,10.91,145900,57
2024/05/01,2,13.40,13.40,10.25,10.74,10.62,205900,71
2024/05/01,3,10.48,11.41,10.31,10.76,10.86,215250,57
2024/05/01,4,10.48,11.41,10.31,10.90,10.95,77650,50
2024/05/01,5,12.35,15.00,10.25,10.25,11.94,101750,63
2024/05/01,6,18.10,18.10,10.27,10.27,11.62,95700,59
2024/05/01,7,10.57,11.50,10.40,10.40,10.96,81350,66
2024/05/01,8,10.57,11.50,10.40,10.40,11.01,79200,61
2024/05/01,9,18.00,18.00,10.40,10.40,11.22,73700,55
2024/05/01,10,18.00,18.00,10.40,10.40,11.05,83100,63
2024/05/01,11,12.50,16.17,10.40,10.40,11.11,98900,50
2024/05/01,12,12.50,18.21,10.40,10.40,10.95,176350,65
2024/05/01,13,10.48,11.41,10.31,10.31,10.79,159450,74
2024/05/01,14,12.54,18.22,10.44,11.26,10.95,185900,89
2024/05/01,15,15.00,15.00,9.28,9.35,11.14,241850,95
2024/05/01,16,10.00,15.00,9.13,9.35,11.04,182400,93
2024/05/01,17,10.49,15.00,9.63,12.99,11.43,249700,111
2024/05/01,18,12.76,14.70,9.36,12.80,12.88,192650,92
2024/05/01,19,14.47,14.97,8.98,11.60,12.50,335700,117
2024/05/01,20,14.48,14.98,5.00,12.01,13.17,191700,103
2024/05/01,21,12.89,13.89,0.01,11.88,12.08,171000,109
2024/05/01,22,12.86,14.97,8.57,12.22,11.86,320500,155
2024/05/01,23,14.48,15.00,0.01,11.99,11.92,470100,206
2024/05/01,24,13.00,14.90,4.73,11.46,11.52,466150,172
2024/05/01,25,11.42,15.00,5.00,11.14,11.60,317350,158
2024/05/01,26,12.34,14.94,8.07,10.27,12.14,210050,127
2024/05/01,27,11.48,15.00,9.12,11.30,11.74,349950,170
2024/05/01,28,15.00,15.44,9.40,12.04,12.16,426600,221
2024/05/01,29,14.47,15.47,9.48,14.36,12.49,513850,231
2024/05/01,30,15.00,15.47,8.50,12.00,12.31,519800,245
2024/05/01,31,14.55,15.00,0.01,13.00,13.12,355650,200
2024/05/01,32,14.93,16.00,0.01,14.90,14.14,353050,212
2024/05/01,33,14.40,15.00,11.48,14.37,12.98,428700,182
2024/05/01,34,15.00,15.00,10.58,14.37,12.64,320900,188
2024/05/01,35,14.41,15.00,9.99,14.38,12.83,339000,167
2024/05/01,36,13.28,15.00,9.63,12.00,12.95,355100,168
2024/05/01,37,20.00,20.00,9.45,14.92,13.57,367950,168
2024/05/01,38,19.03,19.03,10.75,14.38,13.63,383950,170
2024/05/01,39,20.00,26.18,10.00,14.92,13.70,389200,154
2024/05/01,40,16.48,16.48,11.56,12.00,13.63,349050,133
2024/05/01,41,17.00,17.00,12.93,14.29,13.97,424100,141
2024/05/01,42,16.48,16.48,12.49,13.28,13.96,266550,121
2024/05/01,43,15.00,15.00,10.96,12.89,12.38,404850,185
2024/05/01,44,13.61,18.84,11.40,12.35,12.68,183400,125
2024/05/01,45,14.03,15.39,11.53,12.92,12.38,370100,130
2024/05/01,46,14.04,17.71,11.11,12.05,12.25,416850,151
2024/05/01,47,11.91,14.84,11.34,11.84,12.14,406000,155
2024/05/01,48,11.48,14.41,10.71,11.41,11.55,339450,156
2024/05/02,1,12.61,12.88,11.11,11.23,12.37,126600,59
2024/05/02,2,12.23,12.23,10.85,11.13,11.41,67150,50
2024/05/02,3,10.86,10.97,10.48,10.70,10.75,6500,21
2024/05/02,4,10.89,11.00,10.51,10.70,10.77,7450,25
2024/05/02,5,10.96,11.07,10.58,10.70,10.81,7650,27
2024/05/02,6,13.40,13.40,10.66,10.66,11.21,56250,46
2024/05/02,7,11.34,12.34,10.96,12.34,11.83,181950,82
2024/05/02,8,11.42,13.08,11.04,11.31,12.07,220950,98
2024/05/02,9,14.11,21.48,11.23,11.50,12.14,134150,68
2024/05/02,10,14.11,35.24,11.23,11.51,12.12,159750,82
2024/05/02,11,11.60,12.34,10.60,10.82,11.65,192200,92
2024/05/02,12,13.24,13.51,10.00,10.90,11.00,279700,110
2024/05/02,13,13.04,13.16,9.97,10.43,11.49,256500,116
2024/05/02,14,9.78,13.23,8.93,10.03,11.55,282800,121
2024/05/02,15,9.62,15.29,5.04,9.37,13.78,317900,106
2024/05/02,16,8.78,16.94,6.48,9.31,13.49,302850,109
2024/05/02,17,8.39,12.85,0.01,0.01,7.79,478650,151
2024/05/02,18,0.09,14.70,0.01,5.02,3.69,452750,139
2024/05/02,19,0.01,14.61,0.01,0.01,4.44,571150,174
2024/05/02,20,0.01,12.13,0.01,10.62,2.47,640600,165
2024/05/02,21,0.01,10.69,0.01,8.37,1.30,704350,158
2024/05/02,22,0.01,11.43,0.01,3.39,1.20,847250,179
2024/05/02,23,0.01,10.38,0.01,10.27,0.92,935450,190
2024/05/02,24,0.01,10.27,0.01,1.50,0.88,990650,193
2024/05/02,25,0.01,10.42,0.01,2.20,0.76,1062100,209
2024/05/02,26,0.01,10.38,0.01,0.08,0.80,1222150,230
2024/05/02,27,0.01,8.61,0.01,0.01,1.23,1069650,240
2024/05/02,28,0.01,10.38,0.01,8.38,1.45,694550,201
2024/05/02,29,0.01,13.40,0.01,10.00,2.34,510950,189
2024/05/02,30,0.01,13.40,0.01,0.01,2.87,390600,194
2024/05/02,31,0.01,12.46,0.01,9.27,5.48,161250,119
2024/05/02,32,5.82,13.40,0.01,10.22,8.45,85750,94
2024/05/02,33,0.01,13.40,0.01,10.48,10.74,318400,124
2024/05/02,34,12.76,42.28,3.00,11.15,10.06,97000,98
2024/05/02,35,9.87,13.90,8.84,10.44,12.33,213050,160
2024/05/02,36,14.09,15.55,10.00,11.00,12.78,408050,181
2024/05/02,37,15.00,16.20,10.00,15.30,13.75,801100,284
2024/05/02,38,14.90,16.22,10.50,13.92,14.33,1016650,346
2024/05/02,39,15.01,16.22,10.00,10.82,14.15,1113100,368
2024/05/02,40,14.51,15.71,9.45,13.41,13.33,1063650,326
2024/05/02,41,14.07,15.27,10.50,12.07,13.63,828200,288
2024/05/02,42,13.93,15.13,10.63,10.63,13.57,827950,291
2024/05/02,43,14.13,15.09,10.26,10.82,13.35,699850,250
2024/05/02,44,14.14,14.14,10.24,12.48,12.49,691250,235
2024/05/02,45,11.97,13.69,10.06,11.87,12.15,701300,254
2024/05/02,46,13.01,13.07,9.79,10.62,11.29,597750,208
2024/05/02,47,14.14,14.14,10.00,10.82,11.61,615800,194
2024/05/02,48,11.06,13.06,9.44,9.95,10.93,560550,182
2024/05/03,1,12.01,12.41,9.98,10.91,11.89,21450,28
2024/05/03,2,11.13,12.14,9.98,10.73,11.29,20650,25
2024/05/03,3,10.60,12.16,9.94,10.71,11.13,19500,23
2024/05/03,4,10.89,11.96,9.90,10.18,10.73,47700,33
2024/05/03,5,11.25,12.36,8.42,8.42,10.53,113700,53
2024/05/03,6,11.94,11.96,9.55,11.10,10.98,151250,63
2024/05/03,7,11.92,13.02,10.18,11.91,11.09,263000,75
2024/05/03,8,12.11,13.21,10.21,11.57,11.18,299900,91
2024/05/03,9,16.49,16.49,10.21,12.10,11.27,280000,88
2024/05/03,10,30.25,30.25,10.51,11.90,11.30,307100,99
2024/05/03,11,12.09,13.19,9.44,12.08,11.43,240350,88
2024/05/03,12,10.60,11.50,9.30,10.39,11.00,105350,63
2024/05/03,13,9.57,10.67,9.07,9.56,9.69,253650,74
2024/05/03,14,5.50,10.00,4.00,10.00,6.35,554100,175
2024/05/03,15,0.01,5.01,0.01,0.01,1.25,1352600,339
2024/05/03,16,0.01,2.00,0.01,0.01,0.48,1674750,340
2024/05/03,17,0.01,1.01,0.01,0.01,0.30,1293800,289
2024/05/03,18,0.01,1.00,0.01,0.01,0.16,1557050,257
2024/05/03,19,0.01,1.00,0.01,0.01,0.06,1391050,208
2024/05/03,20,0.01,0.51,0.01,0.01,0.08,1792500,243
2024/05/03,21,0.01,0.11,0.01,0.01,0.05,1434650,200
2024/05/03,22,0.01,0.11,0.01,0.01,0.04,1286950,176
2024/05/03,23,0.01,0.11,0.01,0.01,0.04,1433200,181
2024/05/03,24,0.01,0.11,0.01,0.01,0.03,1355000,185
2024/05/03,25,0.01,0.11,0.01,0.01,0.04,1523450,212
2024/05/03,26,0.01,0.11,0.01,0.01,0.04,1495000,210
2024/05/03,27,0.01,0.11,0.01,0.01,0.05,1553000,238
2024/05/03,28,0.01,0.11,0.01,0.01,0.05,1572050,253
2024/05/03,29,0.01,0.11,0.01,0.01,0.06,1313350,277
2024/05/03,30,0.01,2.00,0.01,0.01,0.28,1393050,326
2024/05/03,31,0.01,3.00,0.01,0.01,0.68,1629250,372
2024/05/03,32,0.01,6.73,0.01,0.01,1.40,1262900,367
2024/05/03,33,0.01,7.50,0.01,0.01,1.68,1430000,386
2024/05/03,34,9.38,11.83,0.01,9.08,4.44,1061050,364
2024/05/03,35,10.13,14.02,6.90,7.00,10.53,453000,176
2024/05/03,36,10.47,15.20,8.17,10.57,12.12,466450,206
2024/05/03,37,11.26,15.43,9.92,10.54,12.26,571050,220
2024/05/03,38,18.68,18.68,10.42,12.71,12.50,739400,246
2024/05/03,39,12.81,15.00,10.42,11.88,12.76,781400,262
2024/05/03,40,12.13,15.09,10.25,11.93,12.28,815700,244
2024/05/03,41,11.53,15.09,10.48,11.93,12.25,786350,257
2024/05/03,42,11.93,15.09,10.48,10.82,12.38,692650,226
2024/05/03,43,11.21,12.60,9.85,10.82,11.52,669650,224
2024/05/03,44,11.05,12.32,9.62,11.01,11.40,653900,205
2024/05/03,45,11.07,12.27,9.97,10.82,11.29,439950,143
2024/05/03,46,10.44,12.21,9.90,10.64,10.94,376050,139
2024/05/03,47,10.82,12.10,10.00,10.81,10.91,288100,114
2024/05/03,48,10.63,12.20,9.69,12.20,10.49,433400,153
2024/05/04,1,11.14,11.14,10.15,10.82,10.43,60600,30
2024/05/04,2,10.58,10.58,10.00,10.48,10.03,60250,26
2024/05/04,3,10.50,10.50,10.00,10.39,10.02,59450,24
2024/05/04,4,10.49,10.54,8.00,10.32,9.68,140400,59
2024/05/04,5,10.50,10.60,9.98,9.98,10.11,80800,32
2024/05/04,6,10.67,10.77,10.00,10.77,10.32,60350,35
2024/05/04,7,11.40,11.72,9.98,10.18,10.31,197750,56
2024/05/04,8,11.24,11.24,10.04,10.57,10.52,247850,81
2024/05/04,9,11.24,11.34,10.13,10.13,10.69,151150,62
2024/05/04,10,14.24,14.24,9.50,11.13,10.94,299800,88
2024/05/04,11,11.11,11.21,9.11,9.11,10.45,231500,91
2024/05/04,12,10.36,10.86,3.00,10.25,7.47,377300,71
2024/05/04,13,8.82,10.82,3.00,3.00,8.28,551850,119
2024/05/04,14,0.30,4.60,0.01,0.01,1.65,767150,163
2024/05/04,15,0.01,4.28,0.01,3.11,0.79,1325950,316
2024/05/04,16,0.01,1.00,0.01,0.20,0.23,1500250,270
2024/05/04,17,0.01,2.99,0.01,2.99,0.41,1855100,318
2024/05/04,18,0.01,1.50,0.01,0.51,0.22,1701200,242
2024/05/04,19,0.01,2.00,0.01,0.38,0.36,1709950,269
2024/05/04,20,0.01,2.00,0.01,0.01,0.40,1671550,266
2024/05/04,21,0.01,2.00,0.01,0.20,0.43,1515950,249
2024/05/04,22,0.01,2.00,0.01,0.01,0.42,1539350,239
2024/05/04,23,0.01,2.00,0.01,0.01,0.41,1569750,238
2024/05/04,24,0.01,2.00,0.01,0.01,0.40,1593650,236
2024/05/04,25,0.01,2.00,0.01,0.01,0.44,1444750,217
2024/05/04,26,0.01,2.00,0.01,0.01,0.46,1385050,215
2024/05/04,27,0.01,2.00,0.01,0.01,0.48,1360350,219
2024/05/04,28,0.01,2.00,0.01,0.01,0.51,1276800,219
2024/05/04,29,0.01,2.00,0.01,0.01,0.31,1166450,240
2024/05/04,30,0.01,1.00,0.01,0.01,0.16,937600,218
2024/05/04,31,0.01,1.00,0.01,0.01,0.21,1222350,281
2024/05/04,32,0.01,9.97,0.01,6.26,2.69,1157050,313
2024/05/04,33,0.01,12.61,0.01,0.01,2.34,1269950,326
2024/05/04,34,0.01,14.12,0.01,10.19,4.93,1216800,326
2024/05/04,35,13.82,14.89,0.01,8.08,9.93,536750,197
2024/05/04,36,23.68,23.68,0.01,8.87,14.86,477500,196
2024/05/04,37,18.30,19.40,0.01,9.38,13.66,543700,189
2024/05/04,38,16.00,16.20,8.11,10.66,14.47,794800,220
2024/05/04,39,17.00,17.20,8.11,16.90,15.52,802950,248
2024/05/04,40,15.11,15.11,8.00,10.66,13.07,649850,209
2024/05/04,41,14.55,14.91,8.05,13.10,13.48,488150,185
2024/05/04,42,14.48,14.83,8.00,14.47,12.48,388200,183
2024/05/04,43,16.53,16.59,8.00,16.12,13.19,464150,191
2024/05/04,44,15.90,16.10,8.00,10.00,12.59,439550,178
2024/05/04,45,20.00,20.00,10.06,10.06,15.43,603750,217
2024/05/04,46,14.48,14.83,10.00,10.00,12.82,503650,198
2024/05/04,47,14.42,14.70,10.04,10.04,12.72,438200,180
2024/05/04,48,11.03,12.63,9.74,10.00,11.30,288500,125
2024/05/05,1,13.40,13.40,10.50,10.55,11.37,5600,29
2024/05/05,2,11.75,11.75,10.56,10.59,10.77,2900,21
2024/05/05,3,10.76,10.76,10.03,10.49,10.63,3650,21
2024/05/05,4,10.56,10.70,10.11,10.35,10.58,16700,16
2024/05/05,5,10.59,10.70,10.38,10.39,10.52,3850,21
2024/05/05,6,10.78,11.18,10.58,10.78,10.79,8900,28
2024/05/05,7,11.61,11.61,10.78,10.82,10.83,38750,31
2024/05/05,8,12.83,12.83,10.50,11.13,10.87,48050,21
2024/05/05,9,13.21,13.21,10.00,10.82,10.49,195300,55
2024/05/05,10,12.10,12.10,10.00,11.13,10.33,156300,42
2024/05/05,11,11.24,11.64,10.00,11.04,10.42,247250,56
2024/05/05,12,10.60,10.67,10.06,10.07,10.35,3700,21
2024/05/05,13,9.42,10.32,8.39,9.21,9.66,131550,58
2024/05/05,14,8.48,9.91,7.51,7.99,9.12,280800,68
2024/05/05,15,4.60,6.00,4.39,4.61,5.25,242600,113
2024/05/05,16,0.01,2.00,0.01,1.62,0.62,712500,229
2024/05/05,17,0.01,2.00,0.01,2.00,0.42,1001550,244
2024/05/05,18,0.01,1.00,0.01,0.01,0.23,1121800,219
2024/05/05,19,0.01,1.00,0.01,1.00,0.15,1110750,212
2024/05/05,20,0.01,0.50,0.01,0.50,0.09,1074950,202
2024/05/05,21,0.01,2.01,0.01,0.01,0.42,1137250,198
2024/05/05,22,0.01,2.00,0.01,0.01,0.37,1173100,206
2024/05/05,23,0.01,2.00,0.01,0.11,0.37,1137650,198
2024/05/05,24,0.01,2.00,0.01,1.00,0.45,1058550,198
2024/05/05,25,0.01,2.00,0.01,1.00,0.46,1050450,186
2024/05/05,26,0.01,2.00,0.01,0.01,0.44,1039600,183
2024/05/05,27,0.01,3.00,0.01,0.01,0.51,1155100,214
2024/05/05,28,0.01,1.01,0.01,0.01,0.17,1062850,223
2024/05/05,29,0.01,2.00,0.01,1.00,0.34,1062250,244
2024/05/05,30,0.01,3.00,0.01,3.00,0.64,968150,248
2024/05/05,31,0.01,4.00,0.01,3.90,1.01,1204850,282
2024/05/05,32,0.01,9.26,0.01,3.00,2.22,1230350,281
2024/05/05,33,0.01,10.00,0.01,9.70,1.89,1009950,256
2024/05/05,34,0.01,10.54,0.01,3.00,2.80,674500,230
2024/05/05,35,1.00,13.40,0.01,13.40,3.51,592100,235
2024/05/05,36,12.00,17.40,6.40,9.20,11.28,229050,126
2024/05/05,37,13.40,15.50,8.09,11.22,11.75,243850,104
2024/05/05,38,14.00,19.00,8.09,11.34,12.68,279700,115
2024/05/05,39,13.90,19.00,8.09,11.00,12.44,248500,109
2024/05/05,40,13.40,17.00,8.38,11.00,11.00,252950,110
2024/05/05,41,13.40,16.00,8.09,13.40,11.37,302550,116
2024/05/05,42,13.40,13.51,8.05,11.00,10.34,331150,112
2024/05/05,43,13.40,15.40,8.05,10.00,10.44,409750,145
2024/05/05,44,13.40,13.51,7.90,10.00,10.50,344400,138
2024/05/05,45,13.40,13.40,8.46,8.56,10.54,364350,150
2024/05/05,46,13.40,13.40,8.29,8.39,10.50,363650,147
2024/05/05,47,10.50,13.01,8.51,8.52,10.12,180350,103
2024/05/05,48,9.92,11.24,8.02,10.00,9.80,150700,75
2024/05/06,1,8.73,12.12,8.52,8.52,10.89,81050,32
2024/05/06,2,10.64,11.25,7.94,10.64,10.41,56200,24
2024/05/06,3,11.61,11.61,7.89,10.50,10.25,59850,33
2024/05/06,4,10.62,10.82,7.61,9.42,10.20,59650,31
2024/05/06,5,10.62,10.92,7.94,9.42,10.31,56750,28
2024/05/06,6,8.76,10.96,8.56,10.35,10.33,64700,31
2024/05/06,7,8.97,10.50,8.87,10.27,10.09,60450,27
2024/05/06,8,9.59,12.26,9.50,11.43,11.13,64000,26
2024/05/06,9,12.25,12.65,9.89,9.89,11.31,107850,40
2024/05/06,10,12.26,12.26,8.87,11.95,11.12,90800,38
2024/05/06,11,10.50,11.00,8.98,10.39,10.52,66900,45
2024/05/06,12,10.30,10.70,8.59,10.10,10.44,59850,43
2024/05/06,13,10.01,10.91,8.05,9.81,9.64,161250,65
2024/05/06,14,9.90,10.70,7.71,9.60,9.96,117200,65
2024/05/06,15,9.90,11.70,7.55,9.81,9.56,218700,78
2024/05/06,16,9.90,10.16,7.65,9.77,8.65,88750,50
2024/05/06,17,9.00,11.21,6.52,8.64,10.40,116850,59
2024/05/06,18,9.59,12.31,7.28,8.40,10.41,201500,76
2024/05/06,19,9.90,17.91,7.99,9.53,11.74,127900,63
2024/05/06,20,9.90,13.40,7.28,8.28,11.86,158700,79
2024/05/06,21,9.90,13.40,8.39,9.41,11.20,162450,76
2024/05/06,22,9.62,13.40,8.28,8.52,11.16,181450,90
2024/05/06,23,9.59,13.40,7.78,9.41,11.04,182650,93
2024/05/06,24,9.90,12.40,6.80,7.70,10.63,196100,99
2024/05/06,25,9.90,20.19,7.06,9.81,13.90,377950,135
2024/05/06,26,9.90,15.40,7.19,9.81,12.38,323900,126
2024/05/06,27,8.79,18.00,8.00,18.00,11.91,102450,87
2024/05/06,28,8.80,13.41,8.00,8.01,11.81,101350,79
2024/05/06,29,8.65,14.00,8.15,8.35,12.20,131600,90
2024/05/06,30,8.72,14.98,8.39,8.59,13.81,157500,107
2024/05/06,31,9.97,15.72,8.29,9.01,12.77,303550,138
2024/05/06,32,12.05,16.25,8.87,9.29,13.57,371400,156
2024/05/06,33,0.01,14.50,0.01,9.01,12.66,356350,158
2024/05/06,34,17.50,19.38,9.20,17.40,16.77,336800,163
2024/05/06,35,18.00,19.10,10.21,11.82,17.71,597850,232
2024/05/06,36,17.77,18.77,10.31,10.41,16.72,425250,164
2024/05/06,37,17.45,17.95,9.33,10.89,16.36,436300,181
2024/05/06,38,18.00,19.10,10.82,10.82,17.10,377400,183
2024/05/06,39,16.85,17.45,10.61,11.02,15.89,416400,179
2024/05/06,40,14.77,16.07,10.32,10.42,14.95,278600,143
2024/05/06,41,20.79,20.79,10.21,11.22,17.46,414050,184
2024/05/06,42,15.00,16.10,9.65,9.65,14.70,263150,133
2024/05/06,43,18.00,19.00,8.93,9.03,16.03,280350,127
2024/05/06,44,13.00,15.00,8.93,11.98,13.22,210300,105
2024/05/06,45,12.74,15.18,9.49,12.60,13.21,220100,102
2024/05/06,46,11.54,14.36,8.75,9.79,12.29,341100,134
2024/05/06,47,11.19,13.40,8.86,9.07,12.39,223900,107
2024/05/06,48,8.95,10.76,8.51,9.01,9.54,158300,77
2024/05/07,1,10.50,10.61,8.02,9.64,9.52,11500,31
2024/05/07,2,12.34,12.34,8.17,11.10,9.29,25400,38
2024/05/07,3,12.40,12.40,8.33,9.64,9.58,29800,42
2024/05/07,4,10.44,10.90,8.20,10.33,10.36,96950,44
2024/05/07,5,12.76,13.40,8.00,10.30,10.15,101200,55
2024/05/07,6,13.40,13.40,9.40,10.00,10.33,95900,40
2024/05/07,7,10.37,13.01,8.99,13.01,10.14,113750,43
2024/05/07,8,21.50,21.50,9.80,10.99,10.59,70650,37
2024/05/07,9,10.59,11.09,10.03,10.49,10.49,32000,36
2024/05/07,10,11.33,11.49,10.29,11.34,10.85,60000,54
2024/05/07,11,12.18,12.18,10.31,10.68,10.74,160500,50
2024/05/07,12,12.10,12.10,9.91,10.38,10.40,137150,60
2024/05/07,13,11.97,11.97,7.89,9.39,9.90,173700,69
2024/05/07,14,11.00,11.00,7.00,10.90,8.20,90900,54
2024/05/07,15,11.21,11.21,7.00,11.11,8.71,66100,58
2024/05/07,16,10.80,11.00,7.00,10.69,9.46,86050,66
2024/05/07,17,9.00,11.23,7.82,9.23,10.00,71100,62
2024/05/07,18,11.56,11.57,7.50,10.40,10.43,35050,49
2024/05/07,19,14.03,19.09,7.54,13.71,9.22,63100,48
2024/05/07,20,14.97,14.98,0.25,14.87,10.63,194650,113
2024/05/07,21,5.00,15.01,0.01,14.89,7.94,161850,94
2024/05/07,22,0.01,15.88,0.01,4.96,7.28,142750,94
2024/05/07,23,5.00,16.65,0.01,14.25,7.36,232250,131
2024/05/07,24,0.01,16.34,0.01,16.34,10.81,202000,125
2024/05/07,25,10.45,12.55,0.01,5.30,6.17,186700,128
2024/05/07,26,10.45,12.34,0.01,3.01,5.18,239550,156
2024/05/07,27,13.70,15.02,0.01,15.02,8.89,166750,122
2024/05/07,28,0.01,16.49,0.01,6.01,8.81,226450,151
2024/05/07,29,0.01,17.51,0.01,14.45,6.93,590900,214
2024/05/07,30,18.67,19.09,0.01,13.80,7.99,629500,223
2024/05/07,31,16.68,17.00,2.09,2.19,7.42,543350,213
2024/05/07,32,16.13,16.46,7.32,8.69,12.12,278450,133
2024/05/07,33,19.68,20.00,7.88,11.12,14.79,318150,137
2024/05/07,34,14.02,27.45,9.78,14.52,13.69,278150,165
2024/05/07,35,11.94,15.58,9.75,14.52,13.92,258350,150
2024/05/07,36,13.17,15.58,10.88,14.70,13.09,218450,132
2024/05/07,37,14.94,15.56,11.19,15.06,13.88,493100,203
2024/05/07,38,15.93,16.09,12.00,12.83,14.51,518550,217
2024/05/07,39,15.20,16.32,11.23,12.50,14.19,588000,218
2024/05/07,40,14.31,15.43,11.00,14.43,13.17,510250,208
2024/05/07,41,12.69,15.30,11.64,12.20,13.36,181650,144
2024/05/07,42,13.50,14.00,10.82,13.40,12.40,286150,145
2024/05/07,43,11.74,15.16,10.87,15.16,12.69,337150,153
2024/05/07,44,11.33,14.01,9.88,14.01,11.90,675700,188
2024/05/07,45,10.41,14.00,9.43,9.43,11.95,512500,158
2024/05/07,46,10.00,13.31,8.88,10.18,11.71,577750,154
2024/05/07,47,9.95,13.35,7.12,12.40,11.38,561050,138
2024/05/07,48,8.59,13.30,6.52,9.87,10.52,608200,170
2024/05/08,1,10.29,20.97,8.67,9.77,13.74,486800,114
2024/05/08,2,9.81,16.50,8.50,9.36,12.82,625850,166
2024/05/08,3,9.82,15.68,8.00,8.45,12.05,701400,190
2024/05/08,4,10.53,18.82,8.07,8.59,14.55,847400,192
2024/05/08,5,12.94,33.96,8.18,12.40,14.06,849450,182
2024/05/08,6,12.94,16.85,8.50,12.40,14.15,699750,153
2024/05/08,7,10.55,14.38,9.20,13.11,12.54,481150,96
2024/05/08,8,12.94,14.50,9.20,14.04,12.67,472050,87
2024/05/08,9,14.50,15.50,9.50,10.01,11.97,393450,96
2024/05/08,10,13.04,14.04,9.41,10.00,12.22,253250,47
2024/05/08,11,12.00,12.40,9.50,11.80,11.96,326250,80
2024/05/08,12,12.00,16.10,9.50,10.44,12.71,753400,187
2024/05/08,13,12.00,16.01,9.00,13.63,11.97,700750,190
2024/05/08,14,9.70,14.51,6.18,9.70,10.90,481250,169
2024/05/08,15,10.00,15.70,5.61,10.00,12.09,623300,203
2024/05/08,16,9.62,12.50,4.00,8.22,9.91,639950,206
2024/05/08,17,9.39,11.94,6.66,9.32,9.84,253750,122
2024/05/08,18,9.43,18.62,7.14,12.36,12.47,1334500,356
2024/05/08,19,10.43,25.40,7.32,14.00,16.38,1590850,385
2024/05/08,20,9.56,25.30,7.14,7.14,16.04,1633050,414
2024/05/08,21,10.36,25.30,6.18,6.18,16.16,1655350,451
2024/05/08,22,9.35,25.30,5.98,13.83,15.29,1862750,478
2024/05/08,23,9.42,20.17,0.01,5.65,14.94,1916150,514
2024/05/08,24,10.24,20.17,0.01,9.41,15.64,1885150,500
2024/05/08,25,9.28,18.54,0.01,9.31,11.99,1735300,475
2024/05/08,26,9.35,21.39,0.01,0.31,12.00,1733750,493
2024/05/08,27,10.07,18.50,0.01,7.14,12.98,1030700,338
2024/05/08,28,13.88,18.50,1.51,11.37,13.52,752150,261
2024/05/08,29,13.96,15.19,4.00,9.35,12.24,1115350,344
2024/05/08,30,15.21,15.21,5.50,6.60,9.31,190400,131
2024/05/08,31,11.34,15.00,6.18,6.18,12.98,564550,222
2024/05/08,32,11.59,16.04,7.59,10.54,13.37,559800,244
2024/05/08,33,14.23,16.01,7.70,13.55,14.01,378250,199
2024/05/08,34,15.38,17.15,7.74,11.97,15.11,410900,185
2024/05/08,35,9.59,16.25,7.67,12.64,14.17,579200,199
2024/05/08,36,10.40,16.79,8.06,14.79,14.28,492650,205
2024/05/08,37,15.50,16.37,11.39,14.61,13.39,300800,143
2024/05/08,38,17.50,18.00,10.53,12.15,13.91,357050,155
2024/05/08,39,17.03,22.00,11.19,11.98,14.65,414450,144
2024/05/08,40,15.19,16.94,11.63,11.71,14.40,271100,129
2024/05/08,41,14.69,16.94,11.10,11.19,13.88,360750,131
2024/05/08,42,12.10,14.25,11.20,11.46,13.19,388550,135
2024/05/08,43,14.65,25.75,10.11,10.11,14.71,264750,118
2024/05/08,44,13.05,14.86,11.00,11.27,11.96,392100,123
2024/05/08,45,13.97,15.18,9.89,12.69,13.04,349600,138
2024/05/08,46,13.27,15.06,9.31,12.16,12.75,417500,145
2024/05/08,47,14.41,130.00,9.35,9.65,13.24,465350,184
2024/05/08,48,8.00,14.46,8.00,9.16,12.58,1030150,266
2024/05/09,1,9.61,12.47,8.75,11.36,11.64,515600,89
2024/05/09,2,9.50,12.32,9.10,11.42,12.02,287400,53
2024/05/09,3,9.50,12.37,8.75,12.30,12.10,222100,41
2024/05/09,4,13.21,13.21,8.75,10.21,11.86,183100,42
2024/05/09,5,13.65,13.65,9.10,12.75,11.95,200050,41
2024/05/09,6,10.90,12.71,9.50,12.31,11.96,214000,56
2024/05/09,7,13.50,13.50,9.50,12.60,12.14,265100,84
2024/05/09,8,12.50,13.43,9.50,11.13,12.36,394550,88
2024/05/09,9,9.95,14.94,9.44,10.34,12.71,141250,58
2024/05/09,10,12.30,13.29,9.00,10.01,12.43,381200,91
2024/05/09,11,12.30,12.50,10.30,10.39,12.19,215250,57
2024/05/09,12,11.33,13.14,9.00,12.65,11.95,476650,121
2024/05/09,13,12.30,12.31,9.00,10.91,11.59,146350,42
2024/05/09,14,11.45,11.69,7.00,7.54,9.35,40200,37
2024/05/09,15,7.32,15.32,0.19,5.01,5.74,523000,137
2024/05/09,16,10.03,12.73,0.01,0.01,3.88,673200,181
2024/05/09,17,0.01,12.29,0.01,9.81,3.49,858200,221
2024/05/09,18,10.26,12.40,0.01,12.40,2.99,859100,205
2024/05/09,19,6.00,12.50,0.01,0.01,2.46,911950,203
2024/05/09,20,0.01,11.91,0.01,0.01,1.34,811200,181
